customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1736,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),83.79,81.2,No
CUST-1737,Male,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.88,627.89,No
CUST-1738,Male,0,No,No,25,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),42.2,1056.11,No
CUST-1739,Female,0,No,No,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),71.63,1271.48,No
CUST-1740,Male,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,53.15,3687.03,No
CUST-1741,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),84.33,1008.92,Yes
CUST-1742,Female,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.81,1047.77,No
CUST-1743,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),69.81,1125.93,No
CUST-1744,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.02,569.94,Yes
CUST-1745,Female,0,No,No,7,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.69,357.71,Yes
CUST-1746,Male,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,271.83,No
CUST-1747,Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.58,559.59,No
CUST-1748,Male,0,Yes,Yes,29,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,42.79,1230.9,No
CUST-1749,Female,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.11,1598.07,Yes
CUST-1750,Female,0,No,No,9,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),67.0,610.88,No
CUST-1751,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.48,19.6,No
CUST-1752,Female,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.26,457.01,No
CUST-1753,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),89.73,1624.54,Yes
CUST-1754,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,83.2,339.97,No
CUST-1755,Female,0,No,Yes,34,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,53.15,1806.36,Yes
CUST-1756,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,90.73,6550.27,Yes
CUST-1757,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.82,4824.77,No
CUST-1758,Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,92.22,476.84,Yes
CUST-1759,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.51,4422.61,Yes
CUST-1760,Female,0,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.48,991.79,No
CUST-1761,Female,0,Yes,No,14,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),71.86,990.22,No
CUST-1762,Male,1,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.59,470.8,No
CUST-1763,Female,0,Yes,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.0,1053.87,No
CUST-1764,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),126.51,1916.16,No
CUST-1765,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),86.74,964.56,No
CUST-1766,Male,0,No,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),73.25,1172.84,No
CUST-1767,Female,1,Yes,No,20,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,61.27,1236.63,No
CUST-1768,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),77.75,390.89,No
CUST-1769,Male,1,No,Yes,55,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.2,4776.14,Yes
CUST-1770,Male,0,Yes,No,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,468.06,No
CUST-1771,Male,1,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),72.18,1736.28,Yes
CUST-1772,Male,0,No,No,2,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,74.32,139.27,No
CUST-1773,Female,0,Yes,No,22,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.07,2057.67,No
CUST-1774,Female,0,Yes,No,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,44.95,No
CUST-1775,Male,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),31.95,36.9,No
CUST-1776,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),32.65,540.89,No
CUST-1777,Female,0,No,No,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),101.54,1227.29,Yes
CUST-1778,Female,0,No,No,21,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),82.83,1736.34,No
CUST-1779,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,32.47,59.07,Yes
CUST-1780,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,103.28,1354.93,Yes
CUST-1781,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),63.75,255.24,Yes
CUST-1782,Female,0,No,Yes,72,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,56.19,4040.82,No
CUST-1783,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,57.45,1106.68,No
CUST-1784,Female,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,79.66,2145.55,No
CUST-1785,Male,0,Yes,No,9,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,69.92,643.64,No
CUST-1786,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),69.5,139.17,Yes
CUST-1787,Female,0,No,No,72,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,68.09,4890.8,No
CUST-1788,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),99.35,799.31,No
CUST-1789,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),96.2,1242.01,No
CUST-1790,Female,0,Yes,Yes,25,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,103.82,2581.39,No
CUST-1791,Female,0,No,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,62.8,0.0,No
CUST-1792,Male,0,Yes,Yes,39,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.37,2812.1,No
CUST-1793,Female,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),96.34,1743.58,Yes
CUST-1794,Male,1,No,No,7,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,62.71,452.49,No
CUST-1795,Male,0,No,No,1,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.59,73.06,Yes
CUST-1796,Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.08,207.13,No
CUST-1797,Male,0,Yes,No,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.67,1878.62,No
CUST-1798,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),105.52,2838.25,No
CUST-1799,Male,0,Yes,No,6,No,No phone service,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),48.98,298.79,Yes
CUST-1800,Male,1,Yes,No,1,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,68.31,83.8,No
CUST-1801,Female,0,No,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,485.64,No
CUST-1802,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,90.39,1827.21,Yes
CUST-1803,Male,1,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),79.31,964.8,No
CUST-1804,Female,0,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.97,960.17,No
CUST-1805,Female,0,No,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,91.02,462.75,Yes
CUST-1806,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,81.15,2120.71,Yes
CUST-1807,Male,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),88.23,6372.34,Yes
CUST-1808,Female,0,Yes,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,96.68,397.53,Yes
CUST-1809,Male,1,No,No,21,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.88,1335.54,Yes
CUST-1810,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,35.42,465.02,No
CUST-1811,Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,89.53,1246.9,No
CUST-1812,Male,0,No,No,7,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),70.99,515.73,No
CUST-1813,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,32.69,1356.3,No
CUST-1814,Female,0,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),31.36,473.1,No
CUST-1815,Male,0,Yes,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.78,637.29,No
CUST-1816,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.27,266.55,No
CUST-1817,Male,0,No,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.67,88.42,No
CUST-1818,Female,0,Yes,Yes,2,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,67.37,137.92,No
CUST-1819,Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.41,1031.57,No
CUST-1820,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.3,187.36,No
CUST-1821,Female,0,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),62.09,1733.68,No
CUST-1822,Female,0,Yes,Yes,11,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),58.76,654.72,No
CUST-1823,Male,1,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.44,325.4,Yes
CUST-1824,Female,0,No,No,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.51,862.09,Yes
CUST-1825,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.01,259.39,Yes
CUST-1826,Male,0,No,No,2,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,76.34,137.44,No
CUST-1827,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,66.7,514.9,No
CUST-1828,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.01,2497.58,Yes
CUST-1829,Female,0,No,No,26,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),54.98,1436.36,No
CUST-1830,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,95.92,752.43,Yes
CUST-1831,Male,0,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,93.05,1307.17,Yes
CUST-1832,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,62.67,317.26,Yes
CUST-1833,Female,0,No,No,5,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,78.18,376.78,No
CUST-1834,Male,1,No,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),78.76,0.0,No
CUST-1835,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,74.62,4039.69,No
CUST-1836,Male,0,Yes,No,5,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,110.14,531.37,Yes
CUST-1837,Male,0,Yes,Yes,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,106.26,623.44,No
CUST-1838,Female,0,No,No,7,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.65,479.38,No
CUST-1839,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),89.59,278.11,No
CUST-1840,Male,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Mailed check,59.89,1435.93,Yes
CUST-1841,Female,1,No,Yes,1,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,70.59,75.78,No
CUST-1842,Male,0,Yes,No,3,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,69.82,223.31,No
CUST-1843,Male,0,No,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,445.69,No
CUST-1844,Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.43,230.86,No
CUST-1845,Male,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,25.33,734.22,No
CUST-1846,Female,0,No,No,19,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.92,1353.0,No
CUST-1847,Female,0,Yes,Yes,7,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),57.11,382.65,No
CUST-1848,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Electronic check,96.99,2442.58,Yes
CUST-1849,Female,1,Yes,Yes,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Credit card (automatic),92.75,182.81,Yes
CUST-1850,Male,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.0,408.83,No
CUST-1851,Female,0,No,No,13,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),62.1,823.58,Yes
CUST-1852,Male,0,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.87,536.82,Yes
CUST-1853,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Mailed check,101.57,2216.11,No
CUST-1854,Male,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.5,1305.9,No
CUST-1855,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.16,2526.92,No
CUST-1856,Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.39,1735.16,No
CUST-1857,Male,0,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.48,384.5,No
CUST-1858,Female,0,No,No,6,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,100.16,596.31,Yes
CUST-1859,Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),26.57,175.4,No
CUST-1860,Female,1,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.56,572.98,No
CUST-1861,Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,31.48,303.89,No
CUST-1862,Female,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,47.21,2736.5,No
CUST-1863,Female,0,Yes,Yes,11,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.32,555.28,No
CUST-1864,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),96.48,1077.9,No
CUST-1865,Male,0,No,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),84.13,934.33,Yes
CUST-1866,Male,1,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.0,1588.17,No
CUST-1867,Female,0,Yes,No,25,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,90.18,2257.38,No
CUST-1868,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),69.98,1547.15,Yes
CUST-1869,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.26,791.34,No
CUST-1870,Male,0,Yes,No,40,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,83.67,3362.34,No
CUST-1871,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,55.73,17.24,No
CUST-1872,Female,0,Yes,Yes,49,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),107.74,5291.69,No
CUST-1873,Male,1,Yes,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,123.34,2082.65,Yes
CUST-1874,Female,0,No,No,12,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,74.91,908.83,No
CUST-1875,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.6,550.18,No
CUST-1876,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.11,2539.97,Yes
CUST-1877,Female,0,Yes,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.47,16.99,No
CUST-1878,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,83.07,4070.8,No
CUST-1879,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,60.58,854.32,No
CUST-1880,Male,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,54.84,528.78,Yes
CUST-1881,Female,0,No,No,3,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.05,258.06,Yes
CUST-1882,Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,95.06,1234.71,No
CUST-1883,Female,0,No,No,16,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.57,1131.61,No
CUST-1884,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,76.02,928.31,Yes
CUST-1885,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),102.2,2771.3,Yes
CUST-1886,Male,0,No,No,13,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,51.33,649.57,No
CUST-1887,Female,0,No,No,72,No,No phone service,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,49.27,3543.52,No
CUST-1888,Female,1,No,No,21,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,90.69,1912.33,No
CUST-1889,Male,1,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.93,1382.46,No
CUST-1890,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,78.87,147.17,No
CUST-1891,Male,1,No,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.31,763.22,No
CUST-1892,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.87,308.02,No
CUST-1893,Male,0,No,Yes,20,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,70.21,1386.25,No
CUST-1894,Female,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.68,1351.18,No
CUST-1895,Female,0,Yes,No,1,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,67.56,85.42,No
CUST-1896,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),30.2,43.58,No
CUST-1897,Female,0,No,Yes,45,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,65.87,2983.14,No
CUST-1898,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),26.78,144.04,No
CUST-1899,Male,0,Yes,Yes,26,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),46.13,1196.87,No
CUST-1900,Male,0,No,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),86.26,1570.54,Yes
CUST-1901,Female,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,57.27,2402.41,No
CUST-1902,Female,0,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),58.74,170.22,Yes
CUST-1903,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,85.7,255.03,No
CUST-1904,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),111.09,2123.27,Yes
CUST-1905,Female,1,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.98,1765.31,No
CUST-1906,Female,0,No,No,12,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),107.93,1289.47,No
CUST-1907,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.25,306.74,No
CUST-1908,Male,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,114.4,2532.73,Yes
CUST-1909,Female,0,Yes,No,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),33.25,2076.63,No
CUST-1910,Male,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.77,1119.46,No
CUST-1911,Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,70.74,5091.45,No
